,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
11981,11982,107136,9905147,9510216,9704067,9701170,9708076,9602015,9602015,9412161,9809030,9308049,9609180
11982,11983,205166,9703142,210180,9407038,9909040,9508039,105316,105316,205318,9807099,9402067,9612101
11983,11984,9309100,9905118,9409017,111082,9907049,12070,208172,208172,110104,107224,9403140,9903235
11984,11985,9312145,9909006,9202036,205279,111205,9803095,9709102,9709102,210091,111035,9406186,9909090
11985,11986,9404011,9310025,9810231,9905056,9804153,9806086,9405161,9405161,211197,9807217,9703137,9209106
11986,11987,9212023,9411024,9605195,9911094,9809197,301228,9409172,9409172,304035,9505059,9803105,9808010
11987,11988,9301070,9302010,211083,110121,9703147,9903069,9410241,9410241,304139,108022,208172,9312014
11988,11989,9410157,9612153,9402066,9903026,212240,9169,9308049,9308049,9312151,110165,9809053,9410183
11989,11990,9511083,9508029,9702089,107043,211137,211020,9402067,9402067,9409074,301057,9810161,9508024
11990,11991,9711091,9510192,9907114,8103,211039,9604096,9403140,9403140,9706190,9701002,9812213,5238
11991,11992,9303100,9711122,9302144,9804188,9908192,301095,9406186,9406186,9810073,9306094,9902085,9804204
11992,11993,9606022,302154,9807067,9512103,9311005,9810157,9805116,9805116,111105,9610097,9902164,9212153
11993,11994,9703086,9904076,9412161,9505146,212016,211124,9803105,9803105,12186,9602015,9707175,9305112
11994,11995,9502042,9203051,9601146,9908209,9807171,9507157,9902164,9902164,212347,105316,9911126,9503034
11995,11996,9805043,9302073,9501055,9303059,9905028,9606010,9810199,9810199,302113,9410098,9805116,9609003
11996,11997,9607017,9906125,9710091,9311079,9412207,9078,9809053,9809053,9902009,9505154,104075,9705179
11997,11998,9905133,209124,9811211,5175,212185,112004,9810161,9810161,9909096,9811166,9610097,9410178
11998,11999,209037,9706138,9910239,9512127,303031,5120,9812213,9812213,212307,9812045,9602015,4119
11999,12000,108190,9401093,9908164,9911129,9607185,108024,301108,301108,303013,9511118,105316,108130
12000,12001,10149,207279,9412242,9904154,110281,111166,9703137,9703137,9605135,9604126,301108,5077
12001,12002,9602108,9905184,9810063,9705007,9308091,9811197,9505059,9505059,112004,9405161,9810199,8086
12002,12003,209044,9708126,9303006,211119,205302,9803217,9902085,9902085,5120,9409172,9807217,7161
12003,12004,9611086,9410179,9412179,205247,9708140,9610051,9504086,9504086,9904141,9410241,9505059,110157
12004,12005,301114,9404074,9810117,9703208,9803216,9604101,9606197,9606197,211114,9308049,9504086,11072
12005,12006,7008,11258,9308106,9609128,9809165,7037,9404106,9404106,9908117,9402067,9606197,12144
12006,12007,9052,9505093,9307073,9709163,11177,303104,9704091,9704091,9019,9403140,9404106,106053
12007,12008,9162,110125,9405144,9508038,9305116,206117,9804195,9804195,205279,9406186,9704091,9212088
12008,12009,9610230,9502150,9607048,9708148,106261,6188,9807217,9807217,208041,9125,9804195,9807026
12009,12010,4120,9604153,9901092,9310102,9904114,209100,9812110,9812110,209011,107158,205312,9912146
12010,12011,109115,9604152,9908085,9603096,9610065,9808178,9506016,9506016,9910059,9906065,9908034,108141
12011,12012,111195,7179,109077,104011,9807097,9604177,9903262,9903262,106150,9406134,9812110,9405005
12012,12013,301209,9903075,9610022,9803196,4095,9804120,205312,205312,9304046,9803052,9506016,9711096
12013,12014,9402067,211119,9612142,9411096,4056,9806013,9908034,9908034,9307039,9707101,9903262,9612237
12014,12015,107258,9601051,9907001,9705145,9803247,212225,9405166,9405166,9312168,9014,9405166,208021
12015,12016,9310138,9502117,9909201,9208078,8079,111187,9807099,9803052,211208,9910079,9301100,9405006
12016,12017,9403126,9712106,6182,9904110,9405001,211011,9603062,9606046,9405074,9911168,9612112,9710114
12017,12018,9311144,9501013,3264,9705140,9704199,9903015,9603159,9803233,5041,9512097,9303098,9809194
12018,12019,9701017,9302019,206026,9708142,9810214,9903108,9606174,9803245,9606190,9603152,9410098,9709032
12019,12020,9212038,9304110,9612170,9057,211028,9812042,9506003,9811227,9708047,301108,9505154,9807070
12020,12021,9410143,9034,204253,9904114,9709092,9806050,9608025,9901015,9704010,208172,9811166,9811044
12021,12022,9501055,9910231,9605172,9712126,106272,9809044,9609054,9612112,9706122,9603062,9812045,5229
12022,12023,9703143,9410023,210286,210223,9703186,9507151,9609158,9505154,9702052,9603159,9312019,9806218
12023,12024,108099,9504028,9607117,303031,9506169,9602147,9706163,9711004,302046,9606174,9407161,9303012
12024,12025,5132,9606066,9404132,7013,9609128,7027,9805068,9706166,9604145,9506003,7162,9810248
12025,12026,9810109,9811090,9803175,9708128,9812154,110284,9902185,9603062,9405051,9608025,9511013,9310049
12026,12027,9609073,210128,9608148,9707021,212238,9911084,9410098,9603159,9710193,9609054,7165,9503049
12027,12028,303048,9706218,9511075,9607112,9812077,207195,9612112,9606174,211064,9609158,7167,9401059
12028,12029,9808166,9702048,9210117,9903241,208146,208188,9812045,9506003,205167,9706163,8171,9605110
12029,12030,208081,9307001,9405185,209166,9704112,302193,9811166,9608025,6238,9805068,9603062,9610225
12030,12031,5106,9712242,9705209,108242,9312111,9811234,9301100,9609054,109132,9902185,9603159,9404031
12031,12032,6245,9201044,9705108,9508034,111188,9804053,9604126,9609158,111173,9902164,9606174,108166
12032,12033,9904024,9804059,9502024,9812154,10045,9810192,9707101,9706163,205063,9709102,9506003,7042
12033,12034,205128,206205,9401056,9611087,210208,212095,9505154,9805068,212267,9312019,9608025,9412012
12034,12035,112026,9504098,107039,10039,212033,9804097,9806093,9902185,304082,9407161,9609054,9702112
12035,12036,9601006,9812229,9701161,112025,9901114,8157,9170,9903264,9903254,7162,9609158,9502096
12036,12037,9809081,9810222,9702161,9806169,9905193,9806076,9406134,9707169,9710079,9511013,9706163,9237
12037,12038,9806168,6156,9204044,9704162,112204,108197,9706166,9811166,109035,7165,9805068,205215
12038,12039,9805067,9209037,209136,4123,9304060,112159,9711004,107158,9810164,7167,9902185,9605183
12039,12040,9602129,9409164,210208,9610054,9608015,212307,9911168,9906065,112256,8171,9412119,9609174
12040,12041,9408016,303097,304039,107093,9702016,9811112,5263,9812045,210170,9608100,9807099,9712051
12041,12042,9610091,9706066,9905133,206218,112132,109214,102049,9014,210071,9811184,9602171,9711023
12042,12043,9812117,9603065,207012,9811169,5261,9710155,107158,9812173,9811129,9804002,9608100,9804049
12043,12044,9905042,9409068,9809113,112077,9608148,9603096,7224,9406134,212260,9807036,9811184,9910107
12044,12045,9501076,304256,9903234,8079,9302112,9704201,208221,209033,9503150,9901070,9804002,9908064
12045,12046,9409190,9403091,9909143,9809060,304171,206029,209033,9703220,9605074,10210,9807036,205309
12046,12047,9401078,9711049,9808049,9807183,9512204,5172,9703220,206215,110105,11022,9901070,9706141
12047,12048,9412166,301240,9507154,212248,205293,9506197,9812174,9806035,9806152,9803105,10210,9905184
12048,12049,9709016,9607037,9405133,9704157,9902131,7031,9906065,9710081,9812177,9504086,11022,9708067
12049,12050,9306103,211014,9903251,9804039,9805180,210162,9712134,9512097,9806139,9606197,9701002,9707016
12050,12051,10180,10051,9601079,9902075,107087,212251,9707024,108060,9810237,9404106,9306094,9811084
12051,12052,9605024,9911125,9406120,9711141,9612059,301124,9901110,12001,9903235,9704091,9601052,9907066
12052,12053,302090,9309085,9701005,9902107,9607047,9303063,7132,9901029,9909090,9804195,9612244,9605080
12053,12054,9904093,9206097,9601166,208028,9202006,9309124,9701002,112156,9808010,9601052,9310106,6208
12054,12055,5107,207078,210065,12165,9612234,9710058,9306094,9410098,9312014,9612244,9511118,9706082
12055,12056,208177,6182,304253,9712121,110172,206195,9910079,9412119,9410183,9310106,9606046,9302074
12056,12057,9606092,9908054,208005,9510149,208028,9062,9601052,9412012,9508024,9606046,9803233,9305008
12057,12058,9812157,9810015,9511112,103252,9602095,12180,9612244,4025,5238,9803233,9803245,9311087
12058,12059,9055,9403143,9411177,106129,9712187,210155,9702112,7164,9804204,9803245,9811227,9410113
12059,12060,9710062,110097,212214,10199,9911061,205176,9310106,9602171,9305112,9811227,9901015,9401057
12060,12061,9305004,111232,9605167,211028,9207096,210118,4025,9312019,9503034,9901015,9604126,9601101
12061,12062,9704091,9506180,9510149,9911223,9808126,9803260,7164,9407161,9609003,9809053,107158,9602110
12062,12063,111244,9411188,9510180,9804009,9901066,112042,9804169,7162,9705179,9810161,9906065,9603172
12063,12064,9606129,105146,9412241,7015,9810235,9605135,9612052,9511013,9410178,9812213,9601111,9606198
12064,12065,9703137,9411080,9910031,9611199,9605090,110270,9706110,7165,5077,9812110,210267,9611138
12065,12066,211039,9810013,9202006,301072,9812161,9512191,9710116,7167,106053,9506016,9609030,9712060
12066,12067,9610114,9609102,12053,9404106,9410170,212056,9711013,8171,9612237,9903262,9406134,9312164
12067,12068,9709009,9603141,9701032,9609214,9311085,210271,9809026,9910079,9809194,205312,9803052,9505065
12068,12069,9611124,9312200,9912021,5205,9607112,108012,9902179,9905021,5229,9908034,9707101,9605195
12069,12070,9909173,9604084,9703119,9705205,5175,9808111,9907134,9612052,9310049,9601111,9014,9411216
12070,12071,12140,8047,6063,9809160,9912233,304225,9910054,9706110,9610225,210267,9910079,9609018
12071,12072,111205,304121,9803071,9806033,9712126,9701035,9604030,9710116,7042,9609030,9911168,9612169
12072,12073,209048,9310033,205182,9606113,212312,9811258,9608129,9711013,9412012,206215,9512097,9612190
12073,12074,107001,9305112,107128,108087,9709069,210144,9612077,9809026,9702112,9806035,9603152,9606051
12074,12075,9310060,9810212,9410054,106158,9810011,212178,9301102,9902179,205309,9710081,206215,9905039
12075,12076,9512218,9705209,9704176,9612122,9705172,209064,9710194,9907134,9708067,9902085,9806035,9809214
12076,12077,301075,9208001,9804068,210058,205051,109207,9404140,9910054,9811084,9703137,9710081,9910154
12077,12078,9811138,9603139,9812249,8100,9410014,304177,9705073,9604030,9605080,5263,5263,9902057
12078,12079,9605169,9909168,9811203,9411081,10199,10149,9804030,9608129,6208,102049,102049,9804103
12079,12080,9708145,9912021,9501015,9804047,211089,9803140,9605086,9612077,9305008,209033,209033,9707168
12080,12081,7214,9607155,9511189,209081,12016,9803096,110127,9301102,9311087,9703220,9703220,9044
12081,12082,9505124,211053,9402088,208069,7154,9812149,112060,9710194,9410113,9806093,9806093,9901026
12082,12083,205253,212168,9411080,9806079,108087,9707145,207092,9404140,9401057,9170,9170,9306023
12083,12084,9809079,9408007,9907108,6048,211149,212250,9701083,9705073,9601101,9903264,9903264,9707248
12084,12085,9504144,9711019,205091,9805207,9710067,7122,10260,9804030,9606198,9707169,9707169,9505058
12085,12086,9502024,9903087,9903115,210068,209090,210050,9707097,9605086,9611138,7224,7224,9511059
12086,12087,9511018,9305097,304121,211131,6048,302212,9612109,110127,9712060,208221,208221,9512200
12087,12088,209174,212039,9508017,9710136,9411096,9902093,9609166,112060,9411216,4025,4025,9609071
12088,12089,9501067,9807210,9806129,110192,9712133,112026,211063,207092,9606051,7164,7164,9711098
12089,12090,9405132,8129,6166,9907205,112077,209135,301162,9701083,9905039,108060,108060,9712086
12090,12091,9311079,9702042,9207108,9608148,9312017,211195,212135,10260,9809214,12001,12001,9204060
12091,12092,9308021,9511071,9602177,9808003,9704089,212292,9604054,9707097,9910154,9712134,9712134,9211047
12092,12093,9505139,9811222,9510184,10181,9703176,111285,9707160,9612109,9902057,9707024,9707024,9412117
12093,12094,9810050,9808081,212303,9610049,9711146,210057,9901101,9609166,9804103,9703144,9703144,9511152
12094,12095,9305165,201232,9607028,9909121,212107,207004,9903064,211063,9707168,9909045,9909045,207203
12095,12096,9312036,9202037,3290,9810078,10021,211093,9906220,301162,9044,7132,7132,9412033
12096,12097,9307079,9710237,12197,9807088,9807096,209113,9401092,212135,9707248,112156,112156,9505120
12097,12098,9502078,9607138,9701116,212016,9804047,212327,9704055,9604054,9505058,9901110,9901110,9505162
12098,12099,9309094,212027,9511051,9701131,105077,112049,9711057,9707160,9511059,9901029,9901029,9604077
12099,12100,212345,9711178,105069,9312017,9705145,206240,6111,9901101,9512200,9812173,9812173,9510218
12100,12101,212339,9206098,9407181,9609066,7226,111188,9806110,9903064,9211047,9812174,9812174,9507153
12101,12102,9812208,9412226,9711203,9812238,9805172,4127,9811212,9906220,9412117,9706166,9706166,9604096
12102,12103,9605037,9405106,9411012,9906167,110048,209171,9902117,9401092,9511152,9711004,9711004,9506112
12103,12104,9901056,9205028,205271,9701123,9811037,212231,209031,9704055,207203,9602159,9602159,9507151
12104,12105,9910097,9705061,9904183,303162,9603071,9904172,9907183,9711057,9412033,9709040,9709040,9602147
12105,12106,9803114,110230,111022,303236,105186,212196,9909101,6111,9505120,9705198,9705198,9804169
12106,12107,9811002,302203,9909168,210252,106129,6169,108144,9806110,9510218,108074,108074,9905021
12107,12108,9710224,205261,9504098,10097,211122,9812142,209069,9811212,9604096,9806148,9806148,9904014
12108,12109,9711056,3282,9611009,9711181,9164,9113,212159,9902117,9507151,8077,8077,9912221
12109,12110,9407069,9812166,206229,9411188,9512165,212220,9902157,209031,9602147,9412012,9412012,9906111
12110,12111,9409142,9701182,9709148,9910150,6164,205318,8003,9907183,9804169,9702112,9702112,9904044
12111,12112,9305124,9303054,9503194,10263,104079,207266,108146,9909101,9905021,9804169,9804169,108136
12112,12113,9309040,9602148,9203050,9310033,8053,210004,110229,108144,108136,9905021,9905021,9609239
12113,12114,5237,303251,9810253,9608069,9606193,9612052,109108,209069,9612052,9612052,9612052,9612052
12114,12115,5234,9502078,9911029,212185,9608143,9706110,209185,212159,9706110,9706110,9706110,9706110
12115,12116,9904003,9703109,9406171,109065,211101,9710116,9412014,9902157,9710116,9710116,9710116,9710116
12116,12117,9804153,9310166,9301010,303239,9705090,9711013,9411219,8003,9711013,9711013,9711013,9711013
12117,12118,301211,9512212,9906096,9710029,9212081,9809026,9907001,108146,9809026,9809026,9809026,9809026
12118,12119,304121,9511142,9404131,9503224,11192,9902179,9604151,110229,9902179,9902179,9902179,9902179
12119,12120,111216,9211047,9712002,9602073,210166,9907134,9812073,109108,9907134,9907134,9907134,9907134
12120,12121,111273,9712139,6025,9603105,9708016,9910054,109201,209185,9910054,9910054,9910054,9910054
12121,12122,302130,9301122,9603065,211124,212265,9604030,111047,9412014,9604030,9604030,9604030,9604030
12122,12123,9505040,301236,9708138,5244,9709009,9608129,210016,9411219,9608129,9608129,9608129,9608129
12123,12124,9504065,9912028,9606108,9901112,9301118,9612077,106111,9907001,9612077,9612077,9612077,9612077
12124,12125,5086,9809002,9911227,210208,9906148,9301102,9205027,9604151,9301102,9301102,9301102,9301102
12125,12126,211185,9708139,9511070,9207096,9805191,9710194,9406009,9812073,9710194,9710194,9710194,9710194
12126,12127,10287,9606095,302203,9810214,9303100,9404140,9503222,109201,9404140,9404140,9404140,9404140
12127,12128,7152,9810171,212205,9805126,8239,9705073,9312021,111047,9705073,9705073,9705073,9705073
12128,12129,9411164,9504133,9702144,9407044,301095,9804030,9904169,210016,9804030,9804030,9804030,9804030
12129,12130,9405141,8240,9206037,9803139,9308005,9605086,9310174,106111,9605086,9605086,9605086,9605086
12130,12131,9607044,9905122,9804167,9709006,9607136,110127,9706048,9205027,110127,110127,110127,110127
12131,12132,9610090,9503025,9807100,9412207,107169,112060,9910231,9406009,112060,112060,112060,112060
12132,12133,9710176,9805113,9403150,9810147,9810147,207092,9306095,9503222,207092,207092,207092,207092
12133,12134,6154,112234,9410197,212303,9610018,9701083,9503029,9312021,9701083,9701083,9701083,9701083
12134,12135,9712151,209063,9910158,9703224,9707253,10260,9601004,9904169,10260,10260,10260,10260
12135,12136,9702170,210085,303251,9905028,9301030,9707097,9511067,9310174,9707097,9707097,9707097,9707097
12136,12137,9504018,303150,9710162,9512170,9312150,9612109,9706138,9706048,9612109,9612109,9612109,9612109
12137,12138,212133,9602074,9805064,9602118,103139,9609166,9034,9910231,9609166,9609166,9609166,9609166
12138,12139,9812148,9612065,9410132,9610069,9064,211063,9307049,9306095,211063,211063,211063,211063
12139,12140,9704012,9505151,9507173,9811154,110192,301162,9704189,9503029,301162,301162,301162,301162
12140,12141,111101,9803230,11136,7154,9412024,212135,9302126,9601004,212135,212135,212135,212135
12141,12142,212026,203277,210108,9506169,9701092,9604054,9307177,9511067,9604054,9604054,9604054,9604054
12142,12143,9612091,212198,9909034,103188,9610021,9707160,9706170,9706138,9707160,9707160,9707160,9707160
12143,12144,9710093,9711045,211087,111107,9198,9901101,9407181,9034,9901101,9901101,9901101,9901101
