,Rank,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality,Katz-Centrality
14135,14136,9091,108149,9801171,9508174,9812005,9303156,9511214,9603204,7221,9801171,109096,9811222,9808146
14136,14137,9111,111037,9909087,9504157,9311164,9304011,8022,10129,7223,9909087,202128,9811223,5117
14137,14138,9119,205053,1064,9406035,9611145,9305128,9307172,112032,7224,1064,202157,9902145,9610103
14138,14139,9130,210121,9503174,9211015,9802196,9305138,9404110,9511225,7225,9503174,206006,9903253,9609013
14139,14140,9146,9209055,9609163,9503182,9606002,9307116,9602085,9902115,7227,9609163,210233,9904015,9601091
14140,14141,9149,9307064,9904015,9305069,9711122,9307140,9806224,9905095,7228,9904015,301127,9904093,9609198
14141,14142,9161,9307145,203146,9306125,110135,9308005,9301031,9912092,7230,203146,9307005,9904126,9806239
14142,14143,9197,9310013,9609140,9503124,9412163,9309008,9311111,9912251,7232,9609140,9307017,9909189,9511227
14143,14144,9214,9401143,9701191,9508150,9210012,9309040,9412030,4046,7237,9701191,9402016,11159,9605036
14144,14145,9245,9410191,9710050,9610151,110181,9309138,9301075,109105,7238,9710050,9405039,9306063,9809118
14145,14146,10012,9411184,9301058,9611065,112129,9310016,9402084,9507062,7240,9301058,9411025,9401127,9907159
14146,14147,10031,9502120,9701075,9701032,9704135,9310077,9501038,9802113,7242,9701075,9411100,9806221,9410202
14147,14148,10033,9504030,206216,9406022,9409121,9310160,104240,4047,7245,206216,9503045,9307169,1070
14148,14149,10047,9506044,9510166,9308052,9604163,9311166,106287,106009,7246,9510166,9503155,9503174,10262
14149,14150,10057,9601170,212209,9807110,9805085,9312075,108213,9711123,7248,212209,9503235,9609163,207203
14150,14151,10066,9602001,10156,9512023,9503217,9402070,9411112,9508175,7249,10156,9507050,201177,9907039
14151,14152,10073,9602075,11265,9402156,9811171,9403047,9912105,9604192,7253,11265,9511046,9609140,9704070
14152,14153,10075,9606051,106280,9301125,9806029,9403124,9411076,9806068,8003,106280,9511087,304138,9708107
14153,14154,10077,9608110,108111,9312144,9503084,9404180,9512073,3156,8005,108111,9511166,207006,9806229
14154,14155,10117,9611085,9307075,6167,9605127,9405136,9704073,9604088,8014,9307075,9512170,11265,9503232
14155,14156,10154,9702186,9310141,9408119,9607031,9405159,9803081,9248,8020,9310141,9512192,106280,201043
14156,14157,10155,9704206,9402053,9906116,5019,9405185,9812164,9402079,8025,9402053,9601167,108111,205239
14157,14158,10176,9706173,9412145,9510175,9408098,9406171,201157,9408171,8029,9412145,9602062,9307075,9407085
14158,14159,10184,9710209,9412176,9404076,303163,9406193,206006,9508179,8032,9412176,9605146,9310141,9707155
14159,14160,10185,9711062,9512082,9512183,9410152,9406203,9410087,9512170,8034,9512082,9607138,9402053,9903200
14160,14161,10203,9801101,9512211,9804118,9808165,9408069,9704094,9601094,8036,9512211,9607147,9412145,9910128
14161,14162,10228,9802066,9610054,9512079,204220,9408076,201188,9707064,8039,9610054,9609041,9412176,9510139
14162,14163,10238,9805001,9610199,9503210,9412033,9408158,9409108,9709165,8040,9610199,9610206,9504089,9901023
14163,14164,10245,9810143,9710204,9509076,9508173,9411164,9509027,9505047,8047,9710204,9706002,9510166,9903022
14164,14165,10260,9811221,9809189,9810026,1090,9411209,9605026,9505144,8049,9809189,9710033,9512082,9701118
14165,14166,10272,109034,9810220,9408092,9912128,9412051,9804024,5144,8059,9810220,9712254,9512211,7234
14166,14167,10283,9311010,9812105,9511040,9905167,9412187,9410010,110040,8060,9812105,9802170,9607013,12056
14167,14168,10291,9406171,4184,9607217,103046,9502080,9607064,110176,8066,4184,9803065,9610054,9908158
14168,14169,11004,9412161,9504089,9508082,9607204,9504144,204085,9412042,8067,9504089,9803131,9610199,9702129
14169,14170,11020,209134,104067,9611092,9412020,9510171,9204050,9607155,8072,104067,9803170,9710204,9802089
14170,14171,11026,9803043,201177,9804136,9706049,9510220,9204063,9609109,8078,201177,9803221,9803043,304024
14171,14172,11047,9310075,9404031,9408179,9410003,9511073,9703085,9704035,8080,9404031,9803265,9809189,9805062
14172,14173,11053,9603141,107039,9311120,9404030,9602169,9705034,9708032,8093,107039,9804046,9810220,9908207
14173,14174,11065,9075,9707072,9609205,9612079,9604160,9805204,9711061,8095,9707072,9804149,9812105,9307170
14174,14175,11066,9210119,9710103,111257,9601061,9606088,9907072,9806206,8103,9710103,9804167,107039,9405095
14175,14176,11070,9302080,9803043,9508088,9702188,9606179,3030,9808140,8110,9803043,9806249,208117,9411030
14176,14177,11076,9508088,9805012,9407118,9510012,9608165,111227,9908084,8111,9805012,9808058,9611017,9508006
14177,14178,11084,9605072,9805174,9409021,303092,9609139,9211115,9151,8122,9805174,9808082,5017,9603093
14178,14179,11091,9701081,9905125,2034,9905187,9611079,9310110,9808070,8129,9905125,9811167,205057,9604183
14179,14180,11123,9705230,211020,9303116,9607206,9701073,9712209,10123,8130,211020,9903120,9707072,9703071
14180,14181,11149,9802084,9806017,9307185,9706006,9702127,9206003,11194,8131,9806017,9903249,9710103,9801050
14181,14182,11159,9810073,205057,9506071,9911232,9703181,9307063,109117,8136,205057,9908049,9905125,9805215
14182,14183,11161,9811038,9405005,9705236,9603204,9704025,9411019,9903121,8138,9405005,9909005,9702115,9909166
14183,14184,11188,204046,208117,4157,9905051,9704183,9303152,9904154,8139,208117,9909093,9708009,9803181
14184,14185,11195,9411046,9509139,4182,9507045,9705172,9504018,9312170,8143,9509139,9909103,9805012,207078
14185,14186,11196,9502118,9511067,10152,9611098,9705228,9706028,9401118,8148,9511067,9909136,9806017,3005
14186,14187,11202,9805159,9905184,9212027,9405034,9707227,206028,9501092,8158,9905184,9911085,9404031,203080
14187,14188,11205,9705168,9119,9305030,7080,9711011,212303,9712157,8161,9119,9911185,9509139,9705105
14188,14189,11206,5188,112027,9306063,9504161,9804136,9302121,9905202,8166,112027,1130,9805031,9901055
14189,14190,11208,11068,10257,9306141,9905113,9811077,9312133,9407078,8168,10257,2213,9405005,9806036
14190,14191,11209,9903239,9805031,9308036,9306141,9812103,9501120,9410138,8171,9805031,3038,10257,9904209
14191,14192,11219,8121,9602059,9602126,9607147,9901064,9502117,9411142,8175,9602059,5279,9511067,9507053
14192,14193,11223,12107,9708009,212013,9807218,9902151,9503203,9705159,8176,9708009,7089,9602059,9803210
14193,14194,11232,102008,304138,9401128,9605233,206076,9601041,9707065,8180,304138,9045,10156,9404116
14194,14195,11263,103228,1017,9807169,9902085,9803043,109008,108034,8182,1017,9201,112027,9712031
14195,14196,11268,111148,4020,9512125,9707111,9811055,9611170,205058,8193,4020,9226,9710063,207268
14196,14197,11285,201192,4059,9910139,9509170,9406079,9703069,9601095,8196,4059,10136,9602112,9402107
14197,14198,11292,201216,5017,9609063,9409170,2243,9911037,9802061,8197,5017,10175,1017,9405132
14198,14199,12002,9208080,6089,9510022,203065,204046,108034,4162,8207,6089,10184,4020,9509111
14199,14200,12015,9209116,6161,9506155,9602107,9304024,9211114,9306089,8209,6161,10190,4059,9510205
14200,14201,12031,9304062,6214,9610064,101078,9305030,4023,9307169,8224,6214,10199,6089,9606154
14201,14202,12032,9304102,6243,9712256,4084,9502118,202002,9407089,8226,6243,12218,6161,9704074
14202,14203,12046,9306015,9041,9811176,303262,9602148,9508009,9501098,8234,9041,105085,6214,9812233
14203,14204,12061,9307008,9232,204142,9501029,9611033,9612030,9502039,8239,9232,106271,6243,9905199
14204,14205,12070,9307171,11174,9412123,9309025,9309028,9701105,9604016,8242,11174,107009,9041,9606142
14205,14206,12073,9311027,11260,9602148,9512119,9407063,202205,9612065,8248,11260,108013,9232,9706033
14206,14207,12105,9311141,12253,9606158,9705219,9410158,205171,9409186,9004,12253,108058,11174,104098
14207,14208,12150,9312021,101053,9611124,9507150,9412043,106088,9411105,9006,101053,110114,11260,9611018
14208,14209,12191,9312170,102014,112263,9808034,9802117,9201011,9704168,9014,102014,201252,12253,9502065
14209,14210,12192,9405200,102028,9410041,9611007,3127,9306027,1108,9020,102028,202089,101053,9709057
14210,14211,12201,9405201,103258,9907031,9810211,10270,9403183,12115,9027,103258,207002,102014,1008
14211,14212,12220,9406079,104091,9601114,9912203,111095,9809051,207237,9034,104091,9306063,102028,2068
14212,14213,12227,9406157,104197,9612219,9410217,209134,9901141,9411080,9035,104197,9405143,102096,9403185
14213,14214,12230,9406203,106254,9908184,9606101,9210119,9906001,9809058,9036,106254,9409027,103075,9405007
14214,14215,101021,9410056,108138,12084,9506164,9302080,9407148,9606137,9041,108138,9410056,103258,9405143
14215,14216,101030,9412180,110150,4110,9410210,9303101,9511031,9702070,9044,110150,9410173,104091,9407034
14216,14217,101052,9504151,111280,109208,9601016,9304149,9201034,9702091,9046,111280,9504085,104197,9505030
14217,14218,101055,9505134,112206,9605167,9704090,9307115,9709079,9706040,9053,112206,9505161,106254,9601081
14218,14219,101061,9601056,201031,1119,9609147,9411241,106170,9803017,9055,201031,9505171,108138,9610158
14219,14220,101067,9601141,203054,9306001,9912033,9504049,9208040,9808136,9057,203054,9509160,110150,9708100
14220,14221,101084,9603052,204015,9407155,9806190,9508088,9308119,103008,9065,204015,9510122,111280,9711058
14221,14222,101089,9605235,205194,9705134,110097,9509112,9407056,107129,9066,205194,9512180,112206,9807112
14222,14223,101090,9606037,206146,9412076,9802201,9602103,204041,9208074,9071,206146,9512200,201031,9810205
14223,14224,101094,9607008,208136,9503154,9702196,9603181,9208011,9309050,9075,208136,9602064,203054,9912259
14224,14225,101098,9607228,211109,9509050,9307063,9603201,9210060,9309052,9077,211109,9604141,203212,9706116
14225,14226,101100,9608072,212234,9301067,9712222,9605072,9212026,9608014,9091,212234,9605221,204015,9710029
14226,14227,101112,9610052,9301126,9402082,9504108,9605153,9303074,9610057,9092,9301126,9607197,205194,9904044
14227,14228,101131,9611005,9302134,9512080,9709047,9608148,9310138,9905120,9100,9302134,9608091,206146,9412044
14228,14229,101132,9611057,9303064,9711084,9703137,9701081,9409116,9909201,9102,9303064,9608135,208136,9064
14229,14230,101153,9611077,9305067,9407148,9607178,9705230,9504125,2050,9104,9305067,9611009,211109,11243
14230,14231,101165,9705156,9305137,9511123,9602126,9804001,9509022,102013,9108,9305137,9611123,212234,10149
14231,14232,101169,9711101,9307056,9609123,9805116,9805159,9510128,9310014,9109,9307056,9611163,9301126,11223
14232,14233,101171,9811253,9307136,9701161,9603031,9809071,9511175,9310072,9111,9307136,9612062,9302134,9801165
14233,14234,101178,9901064,9307181,9703225,9903121,9810043,4120,9502105,9113,9307181,9701067,9303064,208172
14234,14235,101184,9907139,9308017,9811171,9903082,9810073,111253,9502129,9115,9308017,9703190,9305067,9710118
14235,14236,101189,9507043,9308099,9907174,107205,9811205,9409039,9610208,9116,9308099,9705140,9305137,7143
14236,14237,101195,2003,9309049,9909189,9706036,9812005,9410045,9701067,9118,9309049,9708062,9307136,9701150
14237,14238,101208,9312025,9311034,9402016,9804078,9903101,209059,9710181,9119,9311034,9708076,9307181,9502058
14238,14239,101218,9503095,9311082,9406209,9510157,9905206,212196,101146,9125,9311082,9708131,9308017,112234
14239,14240,102006,9503210,9312027,9502131,9912035,9912172,9808140,9502108,9128,9312027,9709080,9308099,9812164
14240,14241,102014,9509076,9312039,9510064,9211047,5188,9312043,9706065,9131,9312039,9711034,9309049,2026
14241,14242,102036,9510220,9401120,9712076,9907084,9507043,9707106,9905199,9133,9401120,9711055,9311034,9610050
14242,14243,102038,9611065,9401122,9301047,9510104,4161,9907027,9912223,9136,9401122,9803186,9311082,102148
14243,14244,102039,3127,9403025,111011,9603096,9804005,9911111,2168,9143,9403025,9804024,9312027,103175
14244,14245,102049,10152,9403061,9404030,9410212,2254,204100,202081,9146,9403061,9806056,9312039,3127
14245,14246,102062,105163,9403106,9411203,9807155,9309034,9307116,205206,9149,9403106,9806105,9401120,9507129
14246,14247,102083,9212027,9403160,9501098,112201,9809211,202152,302090,9150,9403160,9806173,9401122,9607239
14247,14248,102096,9306063,9406010,3089,212285,9705193,9403168,9405143,9157,9406010,9811078,9403025,9702063
14248,14249,102104,9307185,9406011,210307,9505007,210119,9707239,9611070,9161,9406011,9811133,9403061,9510220
14249,14250,102121,9504084,9406043,9211120,9505155,9312213,9308048,9805012,9162,9406043,9812205,9403106,9803095
14250,14251,102124,9603149,9406215,9806046,9707172,9504127,9405198,9806137,9165,9406215,9902137,9403160,9711122
14251,14252,102146,9606083,9407103,9807029,9711011,9510231,9503153,9903074,9169,9407103,9903059,9406010,9801091
14252,14253,102153,9606179,9407113,9912172,9505056,9605022,9503180,9504009,9184,9407113,9903197,9406011,9610039
14253,14254,102164,9607153,9407119,9601009,9604088,9610039,9607005,9511020,9192,9407119,9907158,9406043,9709075
14254,14255,102175,9611145,9407161,9708152,9602001,9612069,9612149,9603196,9201,9407161,9908023,9406215,104261
14255,14256,102193,9809023,9408003,208089,9510022,9807029,9204056,9607088,9203,9408003,9909153,9407103,9503120
14256,14257,102200,108212,9409027,9501095,9908139,9605205,9301018,9709088,9204,9409027,9912266,9407113,9510115
14257,14258,103016,1046,9409167,9511004,9509105,9810215,9511068,9811109,9207,9409167,1176,9407119,9511149
14258,14259,103019,102083,9411138,9703207,9701146,3186,9602177,102186,9214,9411138,3058,9407161,11273
14259,14260,103040,9303101,9411151,9505183,8181,111037,8209,9604018,9215,9411151,3097,9408003,9912055
14260,14261,103047,9312118,9501040,9612013,204087,205053,112260,9706113,9218,9501040,4106,9409027,210003
14261,14262,103049,9402016,9502121,9906241,9211054,9405200,9303154,9712038,9221,9502121,5149,9409167,9602106
14262,14263,103061,9505120,9502146,9711172,9403041,9405201,9311066,9712134,9222,9502146,6131,9411138,9701050
14263,14264,103082,9512110,9503132,9705119,9811195,9408006,9411236,9803178,9223,9503132,8053,9411151,9805117
14264,14265,103083,9602103,9504123,9403179,9511073,9410030,9510047,9811191,9228,9504123,9043,9501040,4202
14265,14266,103132,9603092,9505008,9502159,110226,9411206,9604105,9912017,9230,9505008,104155,9502121,9705236
14266,14267,103140,9608148,9506163,9804030,9607093,9412023,9704192,1090,9232,9506163,106157,9502146,9504080
14267,14268,103147,9711123,9507053,3210,9510071,9503095,9710100,111273,9235,9507053,107230,9503132,9603181
14268,14269,103161,9810043,9507103,9309041,9805108,9503165,9804112,9307045,9237,9507103,111051,9504123,9612241
14269,14270,103165,9903101,9508062,9610108,9601052,9601056,1028,9310075,9241,9508062,201109,9505008,9806108
14270,14271,103185,9905206,9508146,9705028,9402020,9607046,111243,9406125,9245,9508146,202189,9506163,103043
14271,14272,103190,9910259,9508167,9802084,7156,9610052,202007,9406212,9248,9508167,204160,9507053,9504115
14272,14273,103193,9810215,9509118,203195,9411062,9610093,9810076,9510156,9251,9509118,208212,9507103,3246
14273,14274,103204,7165,9509153,9304115,9704016,9705156,9310070,9607080,10005,9509153,209040,9508062,9501007
14274,14275,103213,108031,9510030,9402120,110021,9801101,9403126,9609037,10008,9510030,212090,9508146,111239
14275,14276,103215,204116,9510096,9408103,9901075,9903165,9408097,9609055,10009,9510096,302183,9508167,9912211
14276,14277,103250,9302071,9511091,9502045,202034,9904143,9609037,9802200,10011,9511091,303187,9509118,9807056
14277,14278,103260,9304149,9511141,9601141,9901024,9906189,9212071,10265,10012,9511141,9205062,9509153,9805033
14278,14279,104003,9307115,9511181,9702017,9407131,9908044,9401046,101046,10018,9511181,9212027,9510030,3049
14279,14280,104011,9405099,9512003,9704070,9303159,9704068,9609174,110114,10019,9512003,9307037,9510096,9806222
14280,14281,104054,9405162,9512038,9708107,9703095,9505186,9905121,201043,10022,9512038,9307171,9511091,2001
14281,14282,104091,9409124,9512103,9709083,9402004,9510122,9201050,212340,10030,9512103,9309105,9511141,9511204
14282,14283,104098,9502159,9601093,1129,9301099,9609133,9212088,9308021,10031,9601093,9311089,9511181,9703030
14283,14284,104128,9604163,9602015,9075,5122,9611102,9502140,9404094,10035,9602015,9401128,9512003,9705126
14284,14285,104172,9605211,9602050,12103,107012,9904146,11011,9410222,10039,9602050,9409137,9512038,206047
14285,14286,104196,9606149,9602058,103231,9803057,2045,11183,9608144,10041,9602058,9412115,9512103,10274
14286,14287,104197,9609054,9603020,110276,9605194,9711194,102191,9612117,10044,9603020,9502149,9601093,9706224
14287,14288,104241,9610020,9603040,9302033,9410191,9805186,205018,9706070,10046,9603040,9503063,9602015,9249
14288,14289,105002,9702112,9603164,9304102,9305109,5024,211208,9706193,10049,9603164,9506028,9602050,9706109
14289,14290,105316,9706105,9605126,9503202,9408089,201164,212240,9707231,10050,9605126,9506173,9602058,9504017
14290,14291,106069,9706135,9605177,9505143,9412227,9501098,9301132,9910157,10053,9605177,9506182,9603020,9511091
14291,14292,106074,9707094,9605185,9509005,9501045,9503210,9506140,10197,10055,9605185,9509006,9603040,9605079
14292,14293,106087,9709101,9606021,9603172,9407056,9509076,9610040,107157,10061,9606021,9511089,9603164,9604118
14293,14294,106088,9808144,9606024,9606092,9411082,9611065,207113,111047,10065,9606024,9511188,9605126,9611179
14294,14295,106098,9810229,9606025,9702081,9502131,9701131,210184,112142,10068,9606025,9512060,9605177,9806112
14295,14296,106124,9812005,9610017,9710093,11174,9809150,9204088,208140,10075,9610017,9602097,9605185,211143
14296,14297,106143,9511221,9612053,9806148,108047,9904096,9073,211227,10077,9612053,9604042,9606021,209028
14297,14298,106150,9606076,9701111,9908033,9802008,9801163,9210134,211267,10079,9701111,9606169,9606024,10238
