,Rank,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
16683,16684,6238,9310007,9704023,9602105,6238,9803222,9504113,9508050,202087,302092,302092,9510104
16684,16685,7047,9405108,9905113,9603017,7047,9803225,9604181,9907027,203170,9205020,9205020,9510105
16685,16686,7077,9405173,9401070,7194,7077,9803248,9507060,9607117,204132,9211009,9211009,9510106
16686,16687,7088,9406070,9505120,9505033,7088,9803253,9712197,9905083,204137,9212033,9212033,9510107
16687,16688,9173,9407163,9505173,9807031,9173,9803254,9812211,9503143,206004,9212067,9212067,9510108
16688,16689,10077,9412155,9509026,9906228,10077,9804007,9503124,112105,210223,9301124,9301124,9510109
16689,16690,11068,9606121,9510137,9611045,11068,9804036,9811109,302092,211062,9302030,9302030,9510110
16690,16691,12012,9607009,9604047,9504023,12012,9804041,9503226,303026,9305094,9303125,9303125,9510111
16691,16692,12189,9607156,301251,9704020,12189,9804042,9707152,9611045,9308020,9303177,9303177,9510112
16692,16693,12192,9611102,304228,9806219,12192,9804045,9711148,9712114,9404034,9304094,9304094,9510113
16693,16694,12256,9701087,9612205,1171,12256,9804052,9603015,9603198,9408133,9307076,9307076,9510114
16694,16695,102028,9708013,9707189,9710019,102028,9804054,9710074,9605144,9412198,9307139,9307139,9510115
16695,16696,102061,9708027,9902142,5231,102061,9804063,9801172,9803169,9502021,9308043,9308043,9510116
16696,16697,103185,9709149,9902177,9501075,103185,9804088,9612205,4168,9503139,9310052,9310052,9510117
16697,16698,104078,9802081,3244,9809186,104078,9804098,9607176,5257,9506202,9310103,9310103,9510118
16698,16699,104162,9802136,204035,9507001,104162,9804103,9811016,9706062,9507168,9311179,9311179,9510119
16699,16700,104211,9907151,9309119,9506206,104211,9804113,105190,9044,9508075,9401088,9401088,9510120
16700,16701,105008,9910224,9610163,9703107,105008,9804150,9505097,211151,9508112,9403097,9403097,9510121
16701,16702,105037,101190,9701060,9707159,105037,9804169,9505129,9509104,9509043,9404007,9404007,9510122
16702,16703,105180,109106,9812213,9603071,105180,9804186,9412203,203250,9511223,9404075,9404075,9510123
16703,16704,105236,9210143,9910088,9709034,105236,9804204,9510199,9503017,9603059,9404179,9404179,9510124
16704,16705,105275,9301056,9910178,9511081,105275,9805024,9507140,9908159,9603062,9405101,9405101,9510125
16705,16706,105294,9302089,9912262,9605134,105294,9805033,9504081,9603175,9605017,9405131,9405131,9510126
16706,16707,109106,9407027,104062,9907027,109106,9805060,9506159,1081,9605170,9406190,9406190,9510127
16707,16708,110141,9603005,9306125,9709201,110141,9805072,9604009,9610081,9606088,9407187,9407187,9510128
16708,16709,112167,9703137,9312018,12107,112167,9805088,9606059,9411078,9609149,9408087,9408087,9510129
16709,16710,201002,9811210,9404099,9609202,201002,9805118,9902026,9710101,9609200,9411045,9411045,9510130
16710,16711,202041,9210093,9409124,104025,202041,9805122,9505046,12187,9611177,9501033,9501033,9510131
16711,16712,202069,9303089,9906068,9905204,202069,9805197,9803181,9609202,9611186,9501130,9501130,9510133
16712,16713,202106,9307101,3182,9707150,202106,9805198,9502057,9605134,9612097,9502051,9502051,9510134
16713,16714,203139,9507004,9410054,9603175,203139,9805216,9507074,9608055,9612119,9502068,9502068,9510135
16714,16715,203212,9508062,9412135,9710101,203212,9806001,9605145,9511081,9701087,9502142,9502142,9510136
16715,16716,204015,9612041,9610220,9705008,204015,9806036,9712129,105306,9703167,9503051,9503051,9510137
16716,16717,204229,9311117,3170,9708140,204229,9806043,9902019,9703019,9704101,9505076,9505076,9510138
16717,16718,207036,9610032,9211110,9709047,207036,9806053,9611003,9807031,9705117,9505108,9505108,9510139
16718,16719,207209,9506088,9301033,9601154,207209,9806083,9910264,9807194,9705208,9506161,9506161,9510140
16719,16720,208206,9209002,9306122,9612011,208206,9806107,9804005,9603131,9707073,9510219,9510219,9510141
16720,16721,209020,9306065,9504014,12019,209020,9806111,9512021,9905051,9707119,9511165,9511165,9510142
16721,16722,209109,9311113,9504155,9807193,209109,9806112,9702112,102049,9707210,9511182,9511182,9510143
16722,16723,209174,9910180,9506012,9706062,209174,9806151,12107,1171,9710009,9512104,9512104,9510144
16723,16724,210100,9201062,9507098,9711184,210100,9806184,112149,9907167,9710029,9602164,9602164,9510145
16724,16725,210282,9403061,9611038,112070,210282,9806192,9503036,9705008,9711047,9603162,9603162,9510146
16725,16726,210299,9608057,201097,9912215,210299,9806206,9512214,9511147,9711171,9604008,9604008,9510147
16726,16727,210310,9805130,9303156,3144,210310,9806213,9412200,112241,9711186,9605123,9605123,9510148
16727,16728,211039,9208077,9612228,9706136,211039,9806221,9507045,9609090,9712248,9605188,9605188,9510149
16728,16729,212044,9306137,9912248,9811246,212044,9806224,9511125,109046,9802033,9608138,9608138,9510151
16729,16730,212084,9403025,3202,9607117,212084,9806242,9608122,9510168,9802104,9608166,9608166,9510152
16730,16731,301223,9206113,104255,9704157,301223,9806248,9608196,207237,9802178,9701026,9701026,9510153
16731,16732,302015,9305113,9312021,9404157,302015,9807009,9712121,9611171,9803171,9702021,9702021,9510154
16732,16733,302057,9306142,9512207,9701061,302057,9807041,9412236,9909128,9806165,9702022,9702022,9510155
16733,16734,302153,9307119,9606052,5062,302153,9807042,9604136,9708140,9807090,9702064,9702064,9510156
16734,16735,302211,9310037,9809108,9804103,302211,9807088,9712232,5231,9807203,9703035,9703035,9510157
16735,16736,302220,9505149,9905062,9606187,302220,9807102,9502072,7098,9810042,9704019,9704019,9510158
16736,16737,303119,9401122,206047,7098,303119,9807112,9504135,9510117,9810079,9704160,9704160,9510159
16737,16738,303131,9503165,302178,9605209,303131,9807125,9507117,9710094,9812035,9704181,9704181,9510160
16738,16739,303171,9403147,9307143,109016,303171,9807129,9508067,9512187,9903003,9707067,9707067,9510161
16739,16740,303246,9612250,9312167,9704107,303246,9807159,9604053,9912215,9904158,9708092,9708092,9510163
16740,16741,304027,9203028,9409039,9801107,304027,9807170,9610218,9704107,9905052,9709158,9709158,9510164
16741,16742,304056,9210066,9705151,9712197,304056,9807194,9612209,9604118,9906134,9710071,9710071,9510165
16742,16743,304204,9212100,9707094,9909045,304204,9807195,9701132,9506140,9907110,9710089,9710089,9510166
16743,16744,9201032,9512083,9907013,9608043,9201032,9807202,9702188,9811246,9908073,9712041,9712041,9510167
16744,16745,9201036,9310018,3070,2024,9201036,9808010,9707078,9905204,9909133,9801001,9801001,9510168
16745,16746,9201047,9507053,304249,9612132,9201047,9808022,9705195,9910073,9910080,9802166,9802166,9510169
16746,16747,9202006,103127,9211015,104207,9202006,9808036,9504161,101165,9910099,9805138,9805138,9510171
16747,16748,9202018,9305152,9401041,9512085,9202018,9808067,9503237,9612150,9911187,9807215,9807215,9510172
16748,16749,9202075,9408101,9509112,9809214,9202075,9808070,9809020,9906139,9912003,9809013,9809013,9510173
16749,16750,9203045,9312036,9604114,8168,9203045,9808082,9809023,9409095,9912020,9809134,9809134,9510174
16750,16751,9203077,9411216,9908132,9806007,9203077,9808092,9411232,9506027,1027,9809151,9809151,9510175
16751,16752,9203080,9602110,206136,9608018,9203080,9808104,9507072,9712248,5150,9811125,9811125,9510176
16752,16753,9204041,9603172,9304128,9810027,9204041,9808105,9603198,9909223,5171,9811137,9811137,9510177
16753,16754,9205024,9606051,9306069,9408040,9205024,9808114,9604174,9606153,7071,9812146,9812146,9510178
16754,16755,9205059,9609018,9409104,9710169,9205059,9808121,9609055,9605209,7112,9903147,9903147,9510179
16755,16756,9205066,205322,9606135,5237,9205066,9808142,9908112,9608092,7132,9903264,9903264,9510180
16756,16757,9206021,9309062,9710092,9603198,9206021,9808144,9809152,9605061,8038,9904057,9904057,9510181
16757,16758,9207077,9310140,5133,9510003,9207077,9808166,9506002,9506128,8189,9904103,9904103,9510182
16758,16759,9208013,9411031,9312077,9603177,9208013,9808179,9709203,9807193,9114,9904205,9904205,9510183
16759,16760,9208058,9811113,9411055,4173,9208058,9808187,9707256,9709047,10290,9905171,9905171,9510184
16760,16761,9209011,9909052,9505149,9706179,9209011,9809005,9503020,9611220,11063,9906067,9906067,9510185
16761,16762,9209094,9910035,9808104,9803172,9209094,9809012,9602155,9707078,11064,9906213,9906213,9510186
16762,16763,9210052,1070,302034,9711181,9210052,9809030,9803250,9602115,11068,9909207,9909207,9510187
16763,16764,9210062,9203010,9310082,106060,9210062,9809040,9808102,9912098,11104,108031,108031,9510188
16764,16765,9210098,9210022,9411061,8235,9210098,9809046,9912268,9706128,11121,9410069,9410069,9510189
16765,16766,9210124,9306131,9508152,9803093,9210124,9809066,10178,9703107,11289,9810190,9810190,9510190
16766,16767,9210152,9511224,9602039,9911053,9210152,9809069,9802061,9711079,12106,9308053,9308053,9510192
16767,16768,9211003,9907089,9908033,108061,9211003,9809074,9610081,9601049,12109,9205094,9205094,9510193
16768,16769,9211025,9503117,9908188,111203,9211025,9809082,9604165,9504023,101165,105282,105282,9510194
16769,16770,9212020,9303128,105267,202108,9212020,9809084,9706080,9803093,103240,9704159,9704159,9510195
16770,16771,9301017,9305172,206083,9610032,9301017,9809088,9803237,9906019,103251,9808082,9808082,9510196
16771,16772,9302051,9307034,302168,206114,9302051,9809098,9503082,9704141,104052,108213,108213,9510197
16772,16773,9302070,9311141,9402115,9604093,9302070,9809110,9503229,9809214,104164,9405074,9405074,9510198
16773,16774,9302071,9411081,9504070,9503218,9302071,9809135,9506096,9509007,105213,9310160,9310160,9510199
16774,16775,9302091,9511010,9509136,9512187,9302091,9809171,9508156,9611221,105301,9312156,9312156,9510200
16775,16776,9302096,9609064,9510087,9703019,9302096,9809173,9912215,9603111,106139,9609147,9609147,9510201
16776,16777,9303127,9611224,9603071,6233,9303127,9809175,9506025,9711184,107039,9706088,9706088,9510202
16777,16778,9303149,9706193,9710145,9501070,9303149,9809176,9507061,9708095,107117,108023,108023,9510204
16778,16779,9303175,9710061,9806152,9608055,9303175,9809185,9512075,9505139,107173,9709188,9709188,9510205
16779,16780,9304048,9712134,9904023,9706017,9304048,9809189,9609136,9807072,109125,9809202,9809202,9510206
16780,16781,9304063,9805036,9911130,106158,9304063,9809215,9702011,101153,110237,9812029,9812029,9510207
16781,16782,9305028,9405009,205127,9905188,9305028,9810011,9803246,9607013,201085,9307173,9307173,9510208
16782,16783,9305030,9412050,302157,9807072,9305030,9810029,9908159,9809186,201107,9410214,9410214,9510209
16783,16784,9306018,9412119,9310137,9503105,9306018,9810049,9911093,9408040,201119,9511093,9511093,9510210
16784,16785,9307031,9503061,9504160,9805035,9307031,9810066,9507166,9907040,202133,9909124,9909124,9510211
16785,16786,9307037,9908181,9506020,9611220,9307037,9810073,9510149,109047,202159,9402064,9402064,9510212
16786,16787,9307040,9212047,9506056,9611221,9307040,9810076,9605152,9906209,205255,1072,1072,9510213
16787,16788,9307059,9412181,9604155,5257,9307059,9810085,9707100,104025,206036,9705097,9705097,9510215
16788,16789,9307066,9601033,9606147,9611171,9307066,9810094,7230,5237,207121,9407097,9407097,9510216
16789,16790,9307087,9704081,9911064,101146,9307087,9810102,9511123,9706140,207250,9501002,9501002,9510217
16790,16791,9307118,9306078,1081,106152,9307118,9810110,9602087,9709201,210201,9801143,9801143,9510218
16791,16792,9307145,9408072,6039,110040,9307145,9810127,9605111,9809006,212161,9911235,9911235,9510219
16792,16793,9307183,9503181,205027,5259,9307183,9810130,9606076,109043,301204,3170,3170,9510220
16793,16794,9308048,9212078,301218,109047,9308048,9810139,7098,9704020,303038,9907016,9907016,9510221
16794,16795,9308080,9407032,9503125,111037,9308080,9810142,9511184,9806219,304189,9804147,9804147,9510222
16795,16796,9308086,9504014,9905184,9609090,9308086,9810156,9512117,9804103,9205006,3257,3257,9510223
16796,16797,9309042,9209028,9906178,9701141,9309042,9810158,9608166,9805084,9205104,104039,104039,9510224
16797,16798,9309065,9308099,105299,9503017,9309065,9810161,9611081,9612132,9206058,9503103,9503103,9510225
16798,16799,9309105,9407166,9303017,9707176,9309105,9810189,9704126,9501070,9207012,9405134,9405134,9510226
16799,16800,9310085,9604072,9309107,9044,9310085,9810190,9508005,9505033,9207028,9904155,9904155,9510227
16800,16801,9310095,209154,9408171,9505127,9310095,9810205,9608050,9706136,9207093,103046,103046,9510228
16801,16802,9310197,9403022,9704128,9412159,9310197,9810207,9608158,9504064,9207115,9303002,9303002,9510229
16802,16803,9311065,9403107,9903251,9505125,9311065,9810213,9609019,9711181,9210159,9303157,9303157,9510230
16803,16804,9311074,9409097,211039,9408083,9311074,9810229,9706053,9605030,9212033,9401002,9401002,9510231
16804,16805,9311086,9506067,302015,9611170,9311086,9810241,9706055,9703054,9302054,9501141,9501141,9510233
16805,16806,9311111,9508082,9510007,9508079,9311111,9810247,9708098,9404157,9303020,9505034,9505034,9510234
16806,16807,9312005,9403122,9906032,9503030,9312005,9811018,1015,9610032,9303023,9512051,9512051,9510235
16807,16808,9312184,9406193,202051,9703193,9312184,9811039,5070,9512182,9303078,9601156,9601156,9510236
16808,16809,9312192,9803094,302144,204188,9312192,9811054,102203,105028,9303158,9605041,9605041,9510237
16809,16810,9312208,9712019,304103,102096,9312208,9811055,9601163,204076,9303174,9606198,9606198,9510238
16810,16811,9312209,9604182,9212045,9908176,9312209,9811063,9701052,9901086,9304058,9705006,9705006,9510239
16811,16812,9401045,9607115,9303003,4168,9401045,9811070,9703109,5062,9304113,9705195,9705195,9510240
16812,16813,9401075,9611200,9404033,9610006,9401075,9811082,9709028,4010,9305045,9709083,9709083,9510241
16813,16814,9401135,9808113,9902115,105092,9401135,9811099,9710184,9608043,9306060,9710186,9710186,9510242
16814,16815,9401161,9907212,9911188,212104,9401161,9811100,9903220,9504033,9307178,9711195,9711195,9511001
16815,16816,9402001,9208054,206199,112149,9402001,9811109,9904062,9412159,9308087,9805037,9805037,9511002
16816,16817,9402060,9305045,9309067,9409060,9402060,9811113,9809210,9503105,9311016,9810034,9810034,9511003
16817,16818,9403032,9504088,9610064,6154,9403032,9811138,9606006,9604002,9311066,9904046,9904046,9511004
16818,16819,9403089,105033,9804013,9505103,9403089,9811148,9607096,9701101,9311155,9405066,9405066,9511006
16819,16820,9403116,9306032,9809018,9604027,9403116,9811166,9707196,9701061,9312027,106101,106101,9511007
16820,16821,9403117,9306049,9906138,9604136,9403117,9811174,9606114,9605013,9312143,9307025,9307025,9511008
16821,16822,9403197,9411203,1202,9901086,9403197,9811184,9607069,12264,9312148,9611198,9611198,9511009
16822,16823,9404020,9502053,204107,9706134,9404020,9811210,9703213,9603071,9312151,9301019,9301019,9511010
16823,16824,9404039,9504103,301081,9404114,9404039,9811216,9601016,9605066,9402062,105040,105040,9511011
16824,16825,9404041,9711185,303267,9703109,9404041,9811219,9805101,9710169,9403083,9302089,9302089,9511013
16825,16826,9404060,9302115,304133,212157,9404060,9811223,9505183,9604136,9403128,9305127,9305127,9511014
16826,16827,9404120,9311116,9201015,9504064,9404120,9811226,9910073,9502077,9403165,9405099,9405099,9511015
16827,16828,9404134,9312207,9209116,9406136,9404134,9811229,9607129,9503030,9403178,9406121,9406121,9511016
16828,16829,9404139,9408052,9301125,9906019,9404139,9811239,9612063,9506182,9404026,9412042,9412042,9511017
16829,16830,9405023,9410089,9307177,9701052,9405023,9812004,9510139,206114,9404117,9604083,9604083,9511018
16830,16831,9405058,9508080,9309044,9811242,9405058,9812010,9510005,9505127,9404144,9807201,9807201,9511019
16831,16832,9405087,9607095,9807017,9508006,9405087,9812011,9811202,9909045,9405037,9612054,9612054,9511020
16832,16833,9405089,9609055,9902002,203250,9405089,9812023,211015,8235,9405042,9401125,9401125,9511021
16833,16834,9405161,9901165,9911167,9503038,9405161,9812045,9510100,9605083,9405076,9410199,9410199,9511022
16834,16835,9405197,9909066,9912290,9409095,9405197,9812050,9604201,9603177,9405122,9610202,9610202,9511024
16835,16836,9406012,9211100,207033,9601070,9406012,9812061,9702090,9604093,9405167,9301075,9301075,9511025
16836,16837,9406111,9301045,301216,106226,9406111,9812065,9802138,104207,9406004,9301079,9301079,9511026
16837,16838,9406164,9312180,9302120,9708098,9406164,9812075,9505125,9510003,9407066,9304033,9304033,9511028
16838,16839,9406202,9401118,9501039,9605013,9406202,9812081,9906138,9703193,9408065,9905047,9905047,9511030
16839,16840,9406215,9506107,9501045,9012,9406215,9812103,109085,9612013,9408100,205111,205111,9511031
16840,16841,9407175,9704148,9712031,11229,9407175,9812114,9605065,9601055,9409087,9708145,9708145,9511032
16841,16842,9407185,9705032,9904074,11278,9407185,9812115,9912078,9603044,9409149,104255,104255,9511033
16842,16843,9408005,9801167,9905187,102093,9408005,9812124,9906209,9812211,9410161,9705002,9705002,9511034
16843,16844,9408007,9908050,9303106,103096,9408007,9812145,9404113,9404114,9410163,9812145,9812145,9511035
16844,16845,9408082,9210038,9303159,103173,9408082,9812154,9612183,9809208,9411060,9801112,9801112,9511036
16845,16846,9408119,9308145,9304013,104127,9408119,9812173,9506101,9612235,9411141,9507089,9507089,9511037
