,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
11762,11763,9411187,1019,9705122,9811096,9608169,101170,1019,11224,9710073,9910042,9705061,9410041
11763,11764,9411186,9812022,9601169,9904218,2043,9502141,9812022,9712051,3257,206242,9906072,9703183
11764,11765,9411185,9409108,9506196,9511017,9510187,9410041,9409108,108141,9601119,9902087,9811180,9510217
11765,11766,9411184,9505040,9512005,9710120,9611105,9410056,9505040,9402060,203011,2021,9611179,9812211
11766,11767,9411183,9611117,9907135,111080,9805187,6005,9611117,9406086,9511020,9905198,9909216,5097
11767,11768,9411182,103145,103215,9801140,9906092,9705215,103145,10103,9808105,5241,9501010,9606120
11768,11769,9411180,9207045,9606052,9801111,201124,204132,9207045,9910007,9912241,9705111,205016,9511039
11769,11770,9411179,9303013,9601096,9704117,9511112,6211,9303013,9809135,9212049,1109,208056,108084
11770,11771,9411178,12217,9607210,9907095,7220,205013,12217,110036,9305111,9505119,9608110,9610044
11771,11772,9411177,9601009,9712249,9228,9911092,9305124,9601009,9910070,9412211,9606093,9406192,9508155
11772,11773,9411176,9411242,9504149,9908048,101052,9908033,9411242,7015,8066,9082,9603072,5227
11773,11774,9411175,9510093,9807037,2129,8176,9901046,9510093,9903223,9603030,9811179,202039,9601007
11774,11775,9411174,202125,101097,112247,9907135,9810211,202125,9611138,9310148,9803069,9505111,9607151
11775,11776,9411170,9610022,9801005,301048,9909223,9707109,9610022,205293,9807083,105211,9810221,9901014
11776,11777,9411168,6059,9609210,12242,111265,108032,6059,9909063,8100,205295,9306156,2176
11777,11778,9411165,109154,9510106,9804075,9503095,9504114,109154,9511125,206007,206154,204195,9806129
11778,11779,9411164,4082,9512082,9803107,102175,9511145,4082,9610081,9704103,110240,9703097,10101
11779,11780,9411163,9605066,111270,9708113,9610140,5064,9605066,9401058,9809141,9609230,6095,112190
11780,11781,9411162,9608008,9612029,201114,3177,112230,9608008,9310088,111127,9807222,206077,5228
11781,11782,9411161,9904167,207154,201155,9604129,9507013,9904167,9208031,9401162,9909091,211164,9709171
11782,11783,9411160,9708115,9807122,107199,9903170,9907078,9708115,9710153,9808156,206129,9311098,9911164
11783,11784,9411159,9711110,8210,7130,3178,9702035,9711110,9711010,9406008,9703159,9207118,9612027
11784,11785,9411156,9512135,9801180,204206,9602162,9807180,9512135,9403045,9802127,9412033,111016,9806136
11785,11786,9411155,9811068,8037,9810064,9606145,9612115,9811068,211093,9612176,9303015,9906174,107147
11786,11787,9411154,9607208,9505088,9805183,9512124,10290,9607208,9711110,9311143,9311127,204157,2211
11787,11788,9411153,9705068,9705215,201048,10254,9508124,9705068,205038,9240,9403047,4048,8016
11788,11789,9411152,207244,9901109,9712042,9912240,9712169,207244,9403173,9712186,9412187,102013,101120
11789,11790,9411151,9512182,9804205,9902092,9803016,9601163,9512182,9801114,9909112,9609073,9408029,205244
11790,11791,9411149,11014,9510028,9905018,9512129,9709004,11014,201121,211237,9810109,9910157,10175
11791,11792,9411146,9412062,5195,5103,9705035,9912050,9412062,9404061,9404133,9802045,9803099,211125
11792,11793,9411143,9411101,9605232,12089,9707053,9609182,9411101,9702053,9803046,9707056,9308106,2066
11793,11794,9411142,109204,9812132,206203,9508132,9407112,109204,9505040,201125,9903245,301094,9703134
11794,11795,9411141,209049,111265,9909194,207010,2096,209049,9701148,201011,9711122,9807210,9903132
11795,11796,9411140,111045,9505075,9909221,9611039,9608040,111045,9211033,104195,209211,9508052,209178
11796,11797,9411139,201203,9804012,8191,9607146,9504019,201203,9605140,9510023,9705194,8061,105062
11797,11798,9411138,9903003,9705069,9304034,9610179,9812023,9903003,9608123,9902036,9804152,12016,203161
11798,11799,9411137,9812109,9905095,9606073,9709188,9704194,9812109,9605080,9509074,9911065,9809123,101151
11799,11800,9411136,9409128,201125,9207111,9511142,9507108,9409128,9501070,9501105,9902190,9609196,9212143
11800,11801,9411135,9812242,9603042,9201047,9508071,9707025,9812242,9310035,103227,101042,9910088,8002
11801,11802,9411134,2105,12005,9507108,9508064,9408135,2105,9907011,9302039,9802004,9702027,9904134
11802,11803,9411133,1217,9708139,9404101,9109,9703088,1217,1019,9902073,209230,103083,9706156
11803,11804,9411132,9705094,9509025,9303059,9510224,206130,9705094,11014,9303010,9812008,9809082,9704213
11804,11805,9411131,203154,9506139,9501070,9607126,210159,203154,103145,9712175,1047,3034,8049
11805,11806,9411129,201121,9707041,9205094,9510194,9811138,201121,9409108,104162,9901033,9708067,9504093
11806,11807,9411128,302196,102209,9206051,4135,9512082,302196,9905130,106009,9904086,9508178,9903039
11807,11808,9411127,304093,9512040,9403048,9603023,9803247,304093,9808036,9206021,9905055,9506164,9606143
11808,11809,9411125,9903054,205289,202006,9610122,9506040,9903054,9406079,9710024,1124,9810212,9607129
11809,11810,9411124,9406079,102079,203144,9906143,9706049,9406079,9712081,9810090,9612022,9512125,9704166
11810,11811,9411122,9912078,9701120,9304129,9506079,9407039,9912078,9303013,9401160,9802005,9506041,9810009
11811,11812,9411121,9403123,9601042,209125,9704035,9405132,9403123,9505102,206157,9705215,107179,9410138
11812,11813,9411120,9808051,9611179,9501055,107064,6213,9808051,201203,9912172,9908153,11057,9603030
11813,11814,9411119,201009,9908083,9604159,9809209,9609113,201009,9410210,212060,9703073,9707007,9811188
11814,11815,9411118,111017,9904037,9706049,11068,9802162,111017,9708041,8081,9912280,9607141,9506215
11815,11816,9411116,109179,9506160,11110,9611122,8161,109179,111230,203029,9098,9611208,9306006
11816,11817,9411115,9250,9505150,9503216,9609115,5205,9250,9708115,9903233,9709106,204209,9907127
11817,11818,9411112,7015,9909091,9804082,104055,12084,7015,9304004,211094,10038,11248,9707064
11818,11819,9411111,9712194,9912121,9410158,6177,9906116,9712194,9607208,9507075,9904089,9601016,9303079
11819,11820,9411109,7183,9407099,9511067,9511052,206053,7183,209049,212194,11122,9909173,102096
11820,11821,9411105,102106,107120,9609190,9507168,9902201,102106,9309124,9401067,11223,7026,8025
11821,11822,9411104,211093,207153,9408116,9605012,9602013,211093,112222,203259,12247,9706108,102072
11822,11823,9411103,9609077,2196,9906114,9605176,102140,9609077,9608008,1118,109020,203021,106143
11823,11824,9411102,11243,107064,6026,9511203,9710221,11243,9812022,108123,112081,9195,207047
11824,11825,9411101,4141,9608129,9305124,9510173,211235,4141,9601009,9902023,206075,9711085,9905036
11825,11826,9411100,9701178,9512019,9412135,9601175,9901016,9701178,210228,9510225,206247,9512071,9709198
11826,11827,9411099,9512074,9607072,9706161,9910060,9611007,9512074,9610022,9711002,209081,5213,210244
11827,11828,9411098,9406128,103221,112077,9510204,8034,9406128,9906152,9610066,209182,9910156,9612223
11828,11829,9411097,9801114,9509118,9512004,9510169,9308114,9801114,9512125,9801129,211160,9707245,9806151
11829,11830,9411096,9809135,9704014,9805144,9704102,9808070,9809135,4082,2150,211272,9601095,208174
11830,11831,9411095,102064,9506101,9706075,9601037,9905149,102064,7183,9311047,9095,9704115,9705013
11831,11832,9411093,9904065,9606184,9707036,9706161,9705108,9904065,9605066,9219,111027,9809007,9801134
11832,11833,9411092,111258,9603002,9602088,9511053,9802018,111258,9409128,9807048,3153,9707146,9912090
11833,11834,9411091,9804150,9705015,304227,9612208,201158,9804150,9611117,9511104,201111,9601083,204140
11834,11835,9411090,4020,9601011,9301035,9712031,9811210,4020,9811068,9612245,206148,7221,9709161
11835,11836,9411089,9605080,9510100,9307050,9510182,9410210,9605080,4141,9309130,103161,9805058,9608075
11836,11837,9411088,202023,9710075,9511198,208021,9610081,202023,109049,9704197,9803160,209109,9608173
11837,11838,9411087,9307038,9504160,9705170,202018,10267,9307038,1051,9607111,9802023,9907084,9708053
11838,11839,9411085,9607015,3177,9709082,112262,9910038,9607015,9908024,9704204,2212,6149,202206
11839,11840,9411082,9502001,9509090,9610121,205095,9512092,9502001,9505067,9712177,9806013,9903118,9804124
11840,11841,9411081,9411078,9608147,108042,101067,9907159,9411078,9406009,9701117,6073,201079,9706007
11841,11842,9411080,9309124,9509176,9506164,9601109,205137,9309124,112024,9610173,9904001,9805128,102185
11842,11843,9411078,9711010,9709071,304198,9512028,203139,9711010,9302096,9903214,7166,9501142,9904089
11843,11844,9411077,9302096,9192,9312021,9601038,104027,9302096,9512182,9206084,8150,9212037,9801002
11844,11845,9411076,9907011,9709166,9806017,9911118,9611013,9907011,204138,9710249,10026,208162,107216
11845,11846,9411075,112086,205156,9803093,103034,9611171,112086,9904167,9406128,11037,105126,9905020
11846,11847,9411071,108124,9610142,9808073,9611120,4054,108124,9412062,9706102,11252,102063,3129
11847,11848,9411069,9304004,201057,9812128,9205,9510207,9304004,9512135,9204079,12262,9403104,110161
11848,11849,9411068,9902146,9604001,9611049,9612009,9511225,9902146,206032,9405143,12268,209092,12255
11849,11850,9411067,205277,9905216,9810192,9602113,302123,205277,207244,9908192,101095,106281,4109
11850,11851,9411066,9512101,9508163,9511079,11162,9712137,9512101,9610029,9503078,103199,103257,5016
11851,11852,9411065,9711170,205081,9609043,201125,9802116,9711170,2105,9310129,104167,103154,3286
11852,11853,9411064,9707023,9802201,108233,9808170,9505125,9707023,9909080,9611107,106159,9409101,9903249
11853,11854,9411063,112024,9810052,209220,9912128,9906091,112024,303054,9502010,110122,9712208,9411021
11854,11855,9411062,9905130,9602073,9802092,206086,206055,9905130,9810237,9711009,111013,203119,9801056
11855,11856,9411061,9806198,9411187,205172,9509070,208106,9806198,111017,9808181,111059,9312209,9803230
11856,11857,9411059,9512125,9607171,211146,9601044,9609078,9512125,9402097,9811044,112246,9407168,212335
11857,11858,9411058,9606153,9709021,9801200,9705164,9604088,9606153,9250,9406086,208162,9408081,9604001
11858,11859,9411057,9601173,9812190,9501036,9510207,106102,9601173,9606153,9909108,211129,9508034,9510036
11859,11860,9411056,9504070,9702065,9703029,9507158,9508099,9504070,102106,103033,108095,9601081,9911073
11860,11861,9411055,9603174,9702182,9509101,301026,9807002,9603174,9912078,12267,205210,9809142,9703139
11861,11862,9411054,9602038,9411099,9604162,9809041,9901119,9602038,9305123,9306029,205123,9502066,9512080
11862,11863,9411053,9502013,9510093,9908169,103186,9609006,9502013,9705094,9405164,209139,9211063,211280
11863,11864,9411051,9701012,9607070,9512032,11194,9712042,9701012,9502001,9308125,302109,106119,9512148
11864,11865,9411049,203084,9806108,9603198,109156,9402095,203084,9806043,9193,9905144,106136,9605109
11865,11866,9411048,10118,9902032,9502106,9905222,9312075,10118,9510173,107180,9906210,9901064,9311058
11866,11867,9411047,9412141,9802138,9511127,9809040,9909166,9412141,9809056,9606121,8247,203241,109115
11867,11868,9411046,102190,9604201,9705152,2050,9612246,102190,109179,9803078,106059,9405154,112182
11868,11869,9411045,205099,9805017,9608077,9903075,9504089,205099,9712194,301112,112173,9806247,101191
11869,11870,9411043,2233,9603034,9612234,7213,206122,2233,9904065,11061,9903129,9505113,301115
11870,11871,9411042,109216,9505122,9804018,9705152,9805168,109216,11243,9807056,203108,9608092,208217
11871,11872,9411041,9707261,9510092,9706083,1124,9706059,9707261,9802018,9509113,9903195,9411164,9410013
11872,11873,9411040,9801092,9603134,11271,9904089,9308068,9801092,9701178,9712018,9807241,9812217,9502131
11873,11874,9411039,103048,9703202,9057,111240,9609139,103048,9612249,7045,2030,9901125,9910046
11874,11875,9411038,212122,6086,211089,9602126,106199,212122,102178,9812184,211152,108154,3253
11875,11876,9411037,7200,9603168,211192,9708029,9606052,7200,206145,9405018,104229,106181,9243
11876,11877,9411033,9410082,9606168,9812095,9707043,102108,9410082,101117,9212151,105188,9408058,9912251
11877,11878,9411031,9909063,9803017,9111,9811038,6244,9909063,9701012,9706108,106142,202036,12021
11878,11879,9411030,109198,206093,108198,201033,111141,109198,9910017,9610247,211063,101097,9504110
11879,11880,9411029,9810038,9705145,9702143,9809118,9606172,9810038,106202,9506150,301101,103082,210065
11880,11881,9411028,9805084,9501071,207016,9511079,9507102,9805084,9601173,9804013,9405012,204013,9506126
11881,11882,9411027,9704115,9706170,112042,9605053,9304155,9704115,9607015,9904046,9812170,4189,9608109
11882,11883,9411025,9807070,9608030,201254,9610151,9712067,9807070,108124,9503049,9808049,9607122,9507140
11883,11884,9411024,10103,102021,9709008,9906238,301001,10103,4020,9612213,211178,109160,9701012
11884,11885,9411023,1051,9509175,110168,9612115,9502104,1051,9407052,9609139,204225,9510155,9801043
11885,11886,9411022,9604164,9607117,10065,9510200,9408119,9604164,111268,209035,9704101,9806027,9604103
11886,11887,9411021,9312127,9507013,12160,9512154,9812058,9312127,9711170,210033,9805209,111219,9805047
11887,11888,9411020,9207020,9602072,108204,9708076,9305128,9207020,9707023,110086,206194,9511205,9611036
11888,11889,9411019,9606101,102104,205138,9606010,9711024,9606101,9512074,211087,9812230,9203034,207259
11889,11890,9411018,9703107,9502119,9708047,9510227,9512119,9703107,9411078,9510079,202201,9310067,9607236
11890,11891,9411017,12108,110145,9809135,7112,9709177,12108,209008,9512151,9801106,201151,11171
11891,11892,9411016,106126,9805155,10280,9803195,9708162,106126,9904074,9411024,9712161,9607099,9705017
11892,11893,9411015,204207,203135,12152,1030,212140,204207,9504070,5049,9911215,9907011,4072
11893,11894,9411014,4107,9808047,103248,9609194,9511061,4107,207266,103080,9903003,9809199,9908045
11894,11895,9411013,9511201,9607003,9606016,9510017,9910215,9511201,112086,9910131,9811146,9502110,9812169
11895,11896,9411012,9703138,301026,5108,9507050,9810073,9703138,9411101,111288,9808051,202058,9909137
11896,11897,9411011,9712224,9605169,9611052,9701155,9903173,9712224,9902146,9910085,9812169,9501056,106128
11897,11898,9411009,210228,9509013,9708014,9602154,9605101,210228,9512101,9310182,9902086,9212010,203069
11898,11899,9411008,9503083,9909153,7223,9507027,9704079,9503083,106126,109152,9904035,6184,107119
11899,11900,9411007,9712157,9608010,9403054,9506144,5279,9712157,9609157,9502062,9904068,9803158,9707048
11900,11901,9411005,9508135,9810017,9611130,9802016,9510074,9508135,204207,9511219,9904101,9711169,104058
11901,11902,9411004,9712081,106098,9705111,9508044,10291,9712081,7026,9701131,9804099,9906139,9610090
11902,11903,9411003,9903173,9801122,4023,9507115,9311120,9903173,9810038,9612079,9812133,9910025,6148
11903,11904,9411002,103263,9505089,203058,9602097,110280,103263,9602038,9603134,9907143,9310046,9405132
11904,11905,9411001,9606166,9912251,7071,5133,9701073,9606166,9903256,111140,9910111,107267,208204
11905,11906,9410243,9701097,204097,9601109,9910154,205091,9701097,9706069,9611167,9803189,10163,9610248
11906,11907,9410242,9912269,9801052,9705065,9811242,9509034,9912269,9712224,9204070,2188,203245,9509075
11907,11908,9410241,9308154,209132,9511077,8037,112182,9308154,203098,9250,9911088,110167,105098
11908,11909,9410239,109086,9506159,9707197,204246,103255,109086,207260,6232,9810194,9309065,108150
11909,11910,9410238,112204,10180,9807222,9611199,201239,112204,9807070,9311042,3059,9310042,9504124
11910,11911,9410237,110036,10129,204105,202170,9802084,110036,9603174,9908106,8245,10050,204106
11911,11912,9410236,9912245,9507011,106175,9607203,9407136,9912245,9603129,107182,7041,9409183,211184
11912,11913,9410235,9809101,12039,1142,210312,210138,9809101,9905194,9908105,3102,9707117,9709128
11913,11914,9410233,9802018,7207,9610022,9602179,9307173,9802018,9703138,9806001,3129,9702100,9707038
11914,11915,9410232,211008,9508002,9912080,9511058,9502033,211008,9812207,9510217,4040,203207,9708152
11915,11916,9410231,9804122,9605113,9810109,9506112,9309008,9804122,1077,112002,4179,102073,9712165
11916,11917,9410230,9812133,9610201,9611112,9604096,9807147,9812133,12239,9802081,4185,211218,111174
11917,11918,9410226,9910017,9604150,9802045,9608184,9704034,9910017,9807239,103192,9905099,211169,202016
11918,11919,9410225,111101,9606098,9801090,201057,208205,111101,9312127,10247,5110,9310150,9612185
11919,11920,9410224,9607198,9905008,9809204,12174,9610122,9607198,9801133,9505017,6037,9410112,204114
11920,11921,9410223,9305123,9802160,9711100,12166,9412212,9305123,211008,9189,6043,12249,9505093
11921,11922,9410222,11134,9605003,9811196,107133,9705028,11134,2233,9208011,9910047,9201072,207140
11922,11923,9410221,9412212,9607006,102132,9508094,9506058,9412212,9712123,203088,9901095,9408065,211082
11923,11924,9410219,104055,9609183,9806019,9806142,9507072,104055,205294,9705052,7099,9207008,9604043
11924,11925,9410217,9504132,9903130,9804145,303265,9512126,9504132,9703107,9310097,9806071,9210049,9507168
11925,11926,9410216,9407032,9707140,9802113,9511152,9510003,9407032,9408013,204035,9912059,9611031,9709061
11926,11927,9410215,9801133,9605070,303154,9506091,101041,9801133,9903003,201152,9051,9406145,9911096
11927,11928,9410214,203139,9201,9806224,9510218,205057,203139,9410082,203257,9107,9709188,9908017
